uid,title,synopsis,genres,aired,episodes,members,popularity,ranked,score,img_url,year,genre
37976,Zombieland Saga,"Sakura Minamoto dreams of becoming an idol. Unfortunately, reality hits her like a truck, and she dies in a sudden traffic accident. Ten years later, she wakes up in Saga Prefecture, only to find herself a zombie with no memory of her past. While still coming to terms with her demise, she meets a man named Koutarou Tatsumi, who explains that he has resurrected her and six other zombie girls from different eras for the purpose of economically revitalizing Saga by means of an idol group. Assuming the role of an abrasive manager, Koutarou begins scheduling events; the girls go along with it, eventually deciding to name their idol group Franchouchou. 
 
An absurdly comedic take on the idol genre,  Zombieland Saga  tells the story of Franchouchou’s heartwarming struggle to save Saga Prefecture while hiding their zombie identities and rediscovering their past lives. 
 
[Written by MAL Rewrite]","['Music', 'Comedy', 'Supernatural']","Oct 4, 2018 to Dec 20, 2018",12.0,228184,462,1296.0,7.65,https://cdn.myanimelist.net/images/anime/1094/95453.jpg,2018,Music
38101,5-toubun no Hanayome,"Fuutarou Uesugi is an ace high school student, but leads an otherwise tough life. His standoffish personality and reclusive nature have left him friendless, and his father is debt-ridden, forcing his family to scrape by. 
 
One day during his lunch break, Uesugi argues with a female transfer student who has claimed ""his seat,"" leading both of them to dislike each other. That same day, he is presented with a golden opportunity to clear his family's debt: a private tutoring gig for a wealthy family's daughter, with a wage of five times the market price. He accepts the proposal, but is horrified to discover that the client, Itsuki Nakano, is the girl he confronted earlier!  
 
After unsuccessfully trying to get back on Itsuki's good side, Uesugi finds out that his problems don't end there: Itsuki is actually a quintuplet, so in addition to her, he must also tutor her sisters—Miku, Yotsuba, Nino, and Ichika—who, despite the very real threat of flunking, want nothing to do with a tutor. However, his family's livelihood is on the line so Uesugi pushes on, adamant in his resolve to rid the sisters of their detest for studying and successfully lead them to graduation. 
 
[Written by MAL Rewrite]","['Harem', 'Comedy', 'Romance', 'School', 'Shounen']","Jan 11, 2019 to Mar 29, 2019",12.0,213564,514,1297.0,7.64,https://cdn.myanimelist.net/images/anime/1819/97947.jpg,2019,Harem
37614,Hitoribocchi no Marumaru Seikatsu,"Many of us know what it is like to transition to a new school with few to no friends in a new environment, going through the arduous process of getting to know people again. Bocchi Hitori knows this struggle all too well, having just graduated from elementary school and thrown into middle school. Unfortunately, she suffers from extreme social anxiety: she faints when overwhelmed, vomits when nervous, and draws up ridiculously convoluted plans to avoid social contact. It does not help that her only friend from elementary school, Kai Yawara, will not be attending the same middle school as Bocchi. However, wanting to help her, Kai severs ties with Bocchi and promises to reconcile with her when she befriends all of her classmates in her new middle school class. 
 
Even though Bocchi has no faith in herself, she is determined to be friends with Kai again. Summoning all of her courage, Bocchi takes on the daunting challenge of making friends with her entire class, starting with the delinquent-looking girl sitting in front of her... 
 
[Written by MAL Rewrite] 
","['Comedy', 'School', 'Shounen', 'Slice of Life']","Apr 6, 2019 to Jun 22, 2019",12.0,94634,1166,1350.0,7.62,https://cdn.myanimelist.net/images/anime/1130/99458.jpg,2019,Comedy
5039,Kurozuka,"Adaptation of Takashi Noguchi's manga, which itself adapts Baku Yumemakura's supernatural romance novel. 
 
The original novel is about a 12th-century man named Minamoto no Yoshitsune (Kurou). Kurou flees into the mountains after losing to his brother Minamoto no Yoritomo, the first Shogun to rule all of Japan. History records that he committed suicide, but instead, Kurou meets a strange, beautiful woman named Kuromitsu in her mountain hermitage. Eventually, Kurou falls in love with Kuromitsu, but then realizes she conceals a dark secret. He learns that he is unable to die and continues to live for a thousand years as Japan evolves into a future society. 
 
(Source: ANN)","['Action', 'Drama', 'Historical', 'Horror', 'Romance', 'Sci-Fi', 'Vampire']","Oct 7, 2008 to Dec 23, 2008",12.0,74541,1429,3850.0,6.99,https://cdn.myanimelist.net/images/anime/4/21844.jpg,2008,Action
16524,Suisei no Gargantia,"In the distant future, a majority of humans have left the Earth, and the Galactic Alliance of Humanity is founded to guide exploration and ensure the prosperity of mankind. However, a significant threat arises in the form of strange creatures called Hideauze, resulting in an interstellar war to prevent humanity's extinction. Armed with Chamber, an autonomous robot, 16-year-old lieutenant Ledo of the Galactic Alliance joins the battle against the monsters. In an unfortunate turn of events, Ledo loses control during the battle and is cast out to the far reaches of space, crash-landing on a waterlogged Earth. 
 
On the blue planet, Gargantia—a large fleet of scavenger ships—comes across Chamber and retrieves it from the ocean, thinking they have salvaged something of value. Mistaking their actions for hostility, Ledo sneaks aboard and takes a young messenger girl named Amy hostage, only to realize that the residents of Gargantia are not as dangerous as he had believed. Faced with uncertainty, and unable to communicate with his comrades in space, Ledo attempts to get his bearings and acclimate to a new lifestyle. But his peaceful days are about to be short-lived, as there is more to this ocean-covered planet than meets the eye.  
 
[Written by MAL Rewrite]","['Action', 'Sci-Fi', 'Adventure', 'Mecha']","Apr 7, 2013 to Jun 30, 2013",13.0,251411,392,1549.0,7.56,https://cdn.myanimelist.net/images/anime/11/48817.jpg,2013,Action
34547,Shoukoku no Altair,"Tughril Mahmut is a young pasha serving on the Divan of the Türkiye Stratocracy. The clouds of war are gathering over his country due to the threat of an aggressive Empire. With the Divan split between warmongers and the pacifists, Mahmut begins his quest to keep the peace at any cost. As he finds himself deeper and deeper in the politics of the ancient world, new enemies and allies surface. Who will prevail? What will Mahmut do if war proves to be inevitable?","['Military', 'Adventure', 'Historical', 'Drama', 'Fantasy', 'Shounen']","Jul 8, 2017 to Dec 23, 2017",24.0,50183,1893,1548.0,7.56,https://cdn.myanimelist.net/images/anime/3/86751.jpg,2017,Military
10589,Naruto: Shippuuden Movie 5 - Blood Prison,"After being captured for attempting to assassinate the leader of Kumogakure, the Raikage, and killing Jounin from Kirigakure and Iwagakure, Naruto is imprisoned in Houzukijou, a criminal containment facility also known as the Blood Prison.  
 
The master of the castle, Mui, uses the ultimate imprisonment jutsu to steal power from the prisoners. In this place, something is aiming for Naruto's life. The battle to prove his innocence and uncover the truth has begun for Naruto and his friends. 
 
(Source: AnimeAvenue)","['Action', 'Adventure', 'Martial Arts', 'Super Power', 'Mystery', 'Shounen']","Jul 30, 2011",1.0,125511,897,1545.0,7.56,https://cdn.myanimelist.net/images/anime/13/41403.jpg,2011,Action
4654,Toaru Majutsu no Index,"Academy City, Japan, is at the forefront of science. Besides being 30 years ahead of the world technologically, more than three-fourths of this peculiar city's population consists of students developing their psychic abilities as espers in various institutions. Among these students is Touma Kamijou, a high school boy with the lowest psychic rank of zero, but with a mysterious power no scientist can understand: ""Imagine Breaker,"" which allows him to negate other supernatural abilities. 
  
This, however, doesn't affect Kamijou's life in the least as he plays his role as a regular teenager; that is, until he meets the strange Index Librorum Prohibitorum, a young girl who has memorized the entirety of the forbidden grimoires, and now a dangerous organization is hunting Index down. With several magicians looking to harm the girl, Kamijou will defend his new companion at all costs as he discovers a strange new realm of the supernatural. 
 
[Written by MAL Rewrite]","['Action', 'Magic', 'Sci-Fi', 'Super Power']","Oct 5, 2008 to Mar 19, 2009",24.0,518367,122,1599.0,7.54,https://cdn.myanimelist.net/images/anime/2/75533.jpg,2008,Action
200,Tenshi na Konamaiki,"Megumi-chan is a girl with a secret past. She used to be a boy until she met a person she thought was a magic user. This person gave him/her a magical book from which a genie appears to grant one wish when blood is applied to it. Megumi made the wish to be a man in a man's body but the genie has a twist: he grants wishes backwards so he turns Megumi-kun aged 9 to Megumi-chan. Years pass and Megumi enters High School where she immediately beats up the school bully who of course falls in love with her. She is looking for that book again to be able to reverse the spell placed upon her. 
 
(Source: ANN)","['Comedy', 'Magic', 'Romance', 'Shounen']","Apr 6, 2002 to Mar 29, 2003",50.0,20444,3154,1598.0,7.54,https://cdn.myanimelist.net/images/anime/2/32701.jpg,2002,Comedy
8995,Tales of Symphonia The Animation: Sekai Tougou-hen,The third and final OVA series concluding the story of Tales of Symphonia: The Animation.,"['Action', 'Adventure', 'Magic', 'Martial Arts', 'Fantasy']","Nov 23, 2011 to Oct 24, 2012",3.0,19536,3228,1597.0,7.54,https://cdn.myanimelist.net/images/anime/6/35809.jpg,2011,Action
5118,Suzumiya Haruhi-chan no Yuuutsu,"A parody series featuring the entire cast of  The Melancholy of Haruhi Suzumiya  in a smaller form factor.  Among the changes are: Yuki plays eroge, Haruhi is even more obnoxiuous and loud, Mikuru is even more emotional and Koizumi harbors a deep love for Kyon.  Kyon, on the other hand, is generally the same as ever.","['Comedy', 'Parody']","Feb 14, 2009 to May 8, 2009",25.0,84772,1285,1596.0,7.54,https://cdn.myanimelist.net/images/anime/13/15156.jpg,2009,Comedy
36873,Back Street Girls: Gokudolls,"After failing their boss for the last time, yakuza members Kentarou, Ryou, and Kazuhiko are faced with one of two choices: have their organs harvested and sold or take a trip to Thailand for sex reassignment surgery and become pop idols. Now, after a year of excruciating training, the three thugs have been reborn as Airi, Chika, and Mari. Debuting as the amateur idol group The Goku Dolls, the three strive towards becoming top idols. 
 
However, despite the hours of feminizing brainwashing they were forced to endure, the three idols have managed to keep the yakuza spirit alive in their hearts. In order to fix this, their yakuza boss hires Mandarin Kinoshita, a legendary manager who has never had an idol group fail under his management. With their lives now on the line, the reluctant yakuza must work with their new manager to unleash their inner cuteness and become the successful idols that their tyrannical boss can truly be proud of.  
 
[Written by MAL Rewrite]","['Comedy', 'Ecchi', 'Seinen']","Jul 4, 2018 to Sep 5, 2018",10.0,64490,1589,4050.0,6.93,https://cdn.myanimelist.net/images/anime/1484/93140.jpg,2018,Comedy
8422,Vampire Knight: Gekiai no Portrait,"Aidou has the idea to hold elections for Moon Dorm's President. The candidates are Kaname and the current president Ichijou. Who will win?  
 
","['Comedy', 'Vampire', 'Shoujo']","Nov 26, 2008",1.0,31017,2518,4049.0,6.94,https://cdn.myanimelist.net/images/anime/9/59837.jpg,2008,Comedy
36511,Tokyo Ghoul:re,"Two years have passed since the CCG's raid on Anteiku. Although the atmosphere in Tokyo has changed drastically due to the increased influence of the CCG, ghouls continue to pose a problem as they have begun taking caution, especially the terrorist organization Aogiri Tree, who acknowledge the CCG's growing threat to their existence. 
 
The creation of a special team, known as the Quinx Squad, may provide the CCG with the push they need to exterminate Tokyo's unwanted residents. As humans who have undergone surgery in order to make use of the special abilities of ghouls, they participate in operations to eradicate the dangerous creatures. The leader of this group, Haise Sasaki, is a half-ghoul, half-human who has been trained by famed special class investigator, Kishou Arima. However, there's more to this young man than meets the eye, as unknown memories claw at his mind, slowly reminding him of the person he used to be. 
 
[Written by MAL Rewrite]","['Action', 'Psychological', 'Supernatural', 'Mystery', 'Drama', 'Horror', 'Seinen']","Apr 3, 2018 to Jun 19, 2018",12.0,432650,181,4048.0,6.94,https://cdn.myanimelist.net/images/anime/1063/95086.jpg,2018,Action
19365,Samurai Flamenco,"""A hero will never give up, never hide, never be defeated and never accept evil!"" 
 
Firmly believing these words, Masayoshi Hazama has been obsessed with superhero shows since childhood. By day, he earns his living as a famous model, and by night, he becomes the gallant hero Samurai Flamenco. Armed with only his superhero costume, he seeks to bring justice to the city and faces anybody who tries to break the law—even rebellious juveniles and people who litter on the street. 
 
Masayoshi's heroic antics later catch the attention of the public, leading to the fateful discovery of his identity by policeman Hidenori Gotou. Although initially telling Masayoshi to leave the crime-busting activities to the police, Gotou ends up joining him in his antics. However, things soon escalate from preventing littering and petty thefts to bizarre adventures that involve even the fate of the world. Together with their newfound comrades, Masayoshi and Gotou embark on a battle with the world and themselves in order to find the true meaning of being a hero—with or without superpowers. 
 
[Written by MAL Rewrite]","['Action', 'Comedy', 'Parody', 'Super Power']","Oct 11, 2013 to Mar 28, 2014",22.0,105154,1059,4043.0,6.94,https://cdn.myanimelist.net/images/anime/11/54319.jpg,2013,Action
580,Kogepan,"An accident in the bakery's oven caused a piece of bread to stay in the oven for way too long. Thus Kogepan was born - a piece of burnt bread, having no chance to be sold. 
 
(Source: ANN)",['Comedy'],"Nov 5, 2001 to Nov 16, 2001",10.0,5293,5621,4032.0,6.94,https://cdn.myanimelist.net/images/anime/13/63859.jpg,2001,Comedy
10191,Katte ni Kaizou,"Katsu Kaizou is a very gullible, 17-year-old high school student and a believer in science fiction, aliens, ghosts, UFOs, conspiracies, etc. He thinks that everything going on around him is the result of some sort of alien plot to take over the world. Each story is pretty much self-contained and is completely bizarre. Kaizou joins the school's science club, makes new friends, and ends up coming in contact with all sorts of strange things like log people, deadly sushi, pee-blades, scary infections, robot invasions, ghosts, living dolls, and more!","['Comedy', 'Parody', 'School', 'Sci-Fi', 'Shounen']","May 23, 2011 to Oct 26, 2011",6.0,24994,2849,4030.0,6.94,https://cdn.myanimelist.net/images/anime/3/28416.jpg,2011,Comedy
18001,Freezing Vibration,"Ever since the 10th NOVA clash, the Chevalier had concluded that the NOVA have been appearing at a steadier rate and they are losing more Pandoras than they can produce. Their solution is the E-Pandora Project which involves normal humans being given the power to become Pandoras. Inviting Pandora from around the world to their Alaskan base witness the unveiling of their new project, Satellizer, Kazuya and Rana are among those who have been summoned. However, as time goes the E-Pandora Project starts to become fishier and the Pandoras start to grow more and more concerned...","['Action', 'Military', 'Sci-Fi', 'Harem', 'Drama', 'Romance', 'Ecchi', 'Martial Arts', 'Seinen']","Oct 4, 2013 to Dec 20, 2013",12.0,121159,932,4023.0,6.94,https://cdn.myanimelist.net/images/anime/3/68195.jpg,2013,Action
870,Dragon Half,"Mink—the daughter of a dragon and a retired dragonslaying knight—sets out on a journey to get tickets for a concert held by Dick Saucer, world-famous teen idol and dragon hunter. Meanwhile, the corrupt king of the land is trying to take her hostage to get at her mother, and his magic-using daughter seeks to foil Mink's quest out of sheer spite.  
 
(Source: ANN) ","['Comedy', 'Fantasy', 'Parody']","Mar 26, 1993 to May 28, 1993",2.0,15596,3612,4021.0,6.94,https://cdn.myanimelist.net/images/anime/12/14220.jpg,1993,Comedy
21729,Cardfight!! Vanguard: Legion Mate-hen,"Several days after the mortal battle against Link Joker which embroils the whole world, the world has returned to peace. 
 
But Kai Toshiki faces a surprising situation. Sendou Aichi, the hero who saved the world from the invasion of Link Joker, has suddenly disappeared. In addition, everyone's memory about Aichi is lost...Almost all hints have been lost, and Kai starts to search Aichi with ""Blaster Blade"" and the deck of Royal Paladin, the only existing hint and the proof of their bonds. 
 
Kai is approached by fighters who call themselves ""Quatre Knights"". The four---Gaillard, Neve, Ratie and Sarah---are fighters with world-class power in vanguard fights. They control mysterious power and urge Kai to give up searching Aichi. What is their purpose...!? And what is their relationship with Aichi...!? 
 
Kai, with the new power ""Legion"" in his hand, fights to take Aichi back. Now, the war has begun!  
 
(Source: Cardfight!! Vanguard Wikia)","['Action', 'Adventure', 'Demons', 'Game', 'Shounen']","Mar 9, 2014 to Oct 19, 2014",33.0,9743,4390,4018.0,6.94,https://cdn.myanimelist.net/images/anime/5/64773.jpg,2014,Action
1248,Zone of the Enders: 2167 Idolo,"Z.O.E. 2167 Idolo  takes place a few years prior to the events of the series  Z.O.E Dolores, i , and is centered on the ""Deimos Incident,"" an act of terrorism by the Mars revolutionaries. 
 
The BAHRAM army pilots Radium and Viola are the best in their class, and have such have been chosen to do spearhead testing on a new type of weapon; Mars hopes this weapon will liberate them from the UNSF's (United Nations Space Force) tyranny. This new technology called the ""Orbital Frame,"" is powered by an extremely rare and powerful source of energy known as the Metatron ore.","['Action', 'Space', 'Mecha', 'Romance', 'Military', 'Drama', 'Sci-Fi']","Feb 21, 2001",1.0,7248,4938,4016.0,6.95,https://cdn.myanimelist.net/images/anime/1236/91066.jpg,2001,Action
11837,Zetman,"The story starts off with a face-off between two rival heroes, ZET and ALPHAS, and then traces their origins - Jin Kanzaki, a young man with the ability to transform into a superhuman being known as ZET, and Kouga Amagi, a young man with a strong sense of justice who uses technology to fight as ALPHAS. 
 
The fates of these two men and those around them intertwine as they fight to protect mankind and destroy monstrous abominations known as Players. 
 
(Source: ytv ENGLISH)","['Action', 'Drama', 'Horror', 'Romance', 'Sci-Fi', 'Seinen', 'Supernatural']","Apr 3, 2012 to Jun 26, 2012",13.0,97382,1126,4015.0,6.95,https://cdn.myanimelist.net/images/anime/7/35529.jpg,2012,Action
15673,Tell Your World,"Music video from livetune under the label Toy's Factory. 
 
Tell Your World is the theme song used in the Google Chrome commercial of Google Japan.",['Music'],"Mar 12, 2012",1.0,4072,6243,4011.0,6.95,https://cdn.myanimelist.net/images/anime/2/42663.jpg,2012,Music
561,Sakura Taisen,"Sakura travels to the capital with aspirations of defending the city from the demonic forces of the Black Sanctum Council like her father before her. However, things are not as she imagined as in addition to using her great spiritual energy to pilot a mech called a Kobu, she must also perform on stage as an actor as The Imperial Flower Division's cover is an art theater. Making a fool of herself and ruining a production gets her on everyone's bad side and somehow she must learn to work with them as well as prevent the enemy from destroying several shrines which protect the city. 
 
(Source: ANN)","['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']","Apr 8, 2000 to Sep 23, 2000",25.0,15704,3605,4009.0,6.95,https://cdn.myanimelist.net/images/anime/12/20378.jpg,2000,Adventure
1942,Rocket Girls,"When Yukari Morita decided to look for her missing father who disappeared in the South Seas, she had no idea how far her journey would take her. Just traveling to the Solomon Islands is a long way for a high school girl to go on her own, but then Yukari runs into an astronaut from the Solomon Space Association, which has been trying to build a rocket powerful enough launch a man into space. 
 
Upon meeting the petite Yukari, however, SSA director Nasuda realizes that she's small enough to go up in a less powerful rocket the SSA has already built! So he offers her a deal: if Yukari agrees to become their astronaut, the SSA will help find her missing father! Will Yukari have the right stuff to blast off in the wildest space quest ever?   
 
(Source: Sentai Filmworks)","['Adventure', 'Sci-Fi', 'Space']","Feb 22, 2007 to May 18, 2007",12.0,6462,5177,4006.0,6.95,https://cdn.myanimelist.net/images/anime/2/79894.jpg,2007,Adventure
34262,Oushitsu Kyoushi Heine,"Equally charming and stern, Heine Wittgenstein is a brilliant man who commands respect, despite his short, childlike stature. Thus, the king of Grannzreich has called upon Heine to undertake a daunting task that has driven away many before him—become the new royal tutor to four princes who are in line for the throne. 
 
The four heirs each have very distinct and troublesome personalities: Licht, the flirtatious youngest prince; his immature older brother Leonhard; Bruno the studious third prince; and Kai, the oldest of the four and the most reserved. Hilarity ensues as Heine attempts to connect with each of the princes in order to groom them for the throne. However, Heine's mysterious past and dark undercurrents in the present may threaten the harmony within the kingdom. 
 
[Written by MAL Rewrite]","['Slice of Life', 'Comedy', 'Historical', 'Shounen']","Apr 5, 2017 to Jun 21, 2017",12.0,80597,1354,1593.0,7.54,https://cdn.myanimelist.net/images/anime/11/85517.jpg,2017,Slice of Life
1212,Oban Star-Racers,"Eva's birthday has just passed, and she hasn't heard from her father. Despising the Boarding School she attends, she escapes using her Rocket Bike that she just completed. Taking on the alias ""Molly,"" Eva sneaks with the Earth team to Alwas for the Great Race because the winner of the race gets any one wish granted. Little does the Earth Team know what danger awaits them...","['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']","Apr 12, 2006 to Dec 6, 2006",26.0,36923,2281,1592.0,7.54,https://cdn.myanimelist.net/images/anime/12/3702.jpg,2006,Adventure
4188,Mahou Sensei Negima!: Shiroki Tsubasa Ala Alba,OVA episodes that are bundled with the limited edition of the manga volumes 23-25. First episode to cover chapters 176 and 177 of the manga. Second episode to cover chapters 178-180. And third episode to cover chapters 182 and 183.,"['Adventure', 'Harem', 'Comedy', 'Supernatural', 'Magic', 'Romance', 'Ecchi', 'Vampire', 'Shounen']","Aug 12, 2008 to Feb 17, 2009",3.0,24724,2868,1590.0,7.54,https://cdn.myanimelist.net/images/anime/5/9329.jpg,2008,Adventure
27411,Koukaku Kidoutai: Shin Movie,"In the year 2027, a year following the end of the non-nuclear World War IV, a bomb has gone off in Newport City, killing a major arms dealer who may have ties with the mysterious 501 Organization. Public Security official Daisuke Aramaki hires full-body cyber prosthesis user and hacker extraordinaire, Motoko Kusanagi, to investigate. 
 
(Source: Wikipedia)","['Action', 'Sci-Fi', 'Police', 'Psychological', 'Mecha']","Jun 20, 2015",1.0,35811,2321,1588.0,7.54,https://cdn.myanimelist.net/images/anime/2/72690.jpg,2015,Action
379,Heppoko Jikken Animation Excel♥Saga,"It's hard to take over the world, and the enigmatic Il Palazzo, head of the ACROSS organization, knows this, so he aims to start small by conquering the city of Fukuoka. Two young officers, the Excel and her partner Hyatt, are tasked with executing this plan, but standing in their way are the City Security workers, a group consisting of three (mostly) normal guys, a very severe girl, and some robots. Regardless of simplicity, Excel and Hyatt always manage to screw up their missions, which usually result in death and lots of destruction. 
 
 Heppoko Jikken Animation Excel♥Saga  chronicles the elaborate troubles that the ACROSS officers get themselves into, as Excel and Hyatt never fail to do their jobs improperly. 
 
[Written by MAL Rewrite] 
","['Comedy', 'Parody', 'Sci-Fi', 'Shounen']","Oct 8, 1999 to Mar 31, 2000",26.0,86358,1252,1586.0,7.54,https://cdn.myanimelist.net/images/anime/5/19660.jpg,1999,Comedy
32071,Gantz:O,"Death does not have to be the end; one can live again, but only through beating the game posed by the black ball called Gantz. 
  
On his way home to celebrate his younger brother's birthday, brave and kind-hearted student named Masaru Katou is stabbed to death. He awakes in a small room with a cityscape view in the heart of Tokyo—and he is not alone. To his surprise, it is not the afterlife, but the waiting room for a high stakes game with their lives on the line. Before he has the chance to process the situation, Masaru is handed a gun and teleported into the center of Osaka to carry out one simple task: eliminate any alien on sight. 
  
Accompanied by the aged Yoshikazu Suzuki, the stunning idol Reika Shimohira, and the cold but experienced Jouichirou Nishi, Masaru must overcome his fears in order to survive the game and return home to his waiting brother. 
  
[Written by MAL Rewrite]","['Action', 'Sci-Fi', 'Horror', 'Psychological', 'Supernatural', 'Drama', 'Ecchi', 'Seinen']","Oct 14, 2016",1.0,53018,1829,1585.0,7.54,https://cdn.myanimelist.net/images/anime/7/81255.jpg,2016,Action
196,Onegai☆Twins,"Maiku Kamishiro's past has always been somewhat of a mystery to him. The only clue he has to who his family might be is an old photograph showing two young children, a boy and a girl, playing in a small pool outside of a blue house. In an attempt to find his family, he moves to this blue house and begins working as a programmer. He's living a comfortable life until the day two very different girls show up at his door, both in possession of the same photograph, and both claiming to be his twin. With no way to prove who is a relative and who is a stranger, Maiku allows both girls to move in with him until they know for sure.  
 
(Source: ANN) ","['Comedy', 'Drama', 'Harem', 'School', 'Sci-Fi']","Jul 15, 2003 to Oct 14, 2003",12.0,71970,1468,4003.0,6.95,https://cdn.myanimelist.net/images/anime/5/7090.jpg,2003,Comedy
32365,Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi,Bundled with the limited edition of Blu-ray/DVD of  Boruto: Naruto the Movie .,"['Action', 'Comedy', 'Super Power', 'Martial Arts', 'Shounen']","Jul 6, 2016",1.0,58036,1718,1582.0,7.54,https://cdn.myanimelist.net/images/anime/6/77678.jpg,2016,Action
9645,Be-Bop Highschool,"For the invincible and basically happy punk lads Hiroshi and Toru, what they care about every day is to get a lot of attention from girls and to win the fights against the lads from other schools. Whenever provoked, they just go out fighting and settle the situation no matter what it costs. 
 
(Source: AniDB)","['Comedy', 'School', 'Seinen']","Jan 26, 1990 to Oct, 1998",7.0,3396,6715,1581.0,7.54,https://cdn.myanimelist.net/images/anime/8/26707.jpg,1990,Comedy
2144,Naruto Movie 3: Dai Koufun! Mikazuki Jima no Animaru Panikku Dattebayo!,"Naruto, Kakashi, Sakura, and Lee are sent to protect a prince during his trip around the world and see that he returns safely to his home in the Moon Country. The Moon Country happens to be really rich and as such the Prince tends to buy anything his heart desires, during his travels the Prince would come across a circus group that features a rare Sabre-toothed tiger that he just had to have. So he purchased the entire group. Suddenly a mission to protect just the spoiled prince that hardly listened to anything said, turns in to a mission to look after animals and a prince that doesn't listen to what they say, and in the end somehow get them all back safely to their home country. All the while there are three mysterious Ninja wielding some frightening jutsu waiting for them. Why are they attacking them? What do they want with Team Kakashi!?! 
 
(Source: NarutoFan)","['Action', 'Adventure']","Aug 5, 2006",1.0,127932,881,4002.0,6.95,https://cdn.myanimelist.net/images/anime/6/76017.jpg,2006,Action
29,Zipang,"Mirai, an improved Kongou-class Aegis guided missile destroyer, is one of the newest and most advanced ships in the entire Japanese Self Defense Force (SDF). Her crew, also one of the newest, is lead by Capt. Umezu Saburo and Executive Officer Kadomatsu Yosuke. While running scheduled training exercises one day, Mirai encounters a fierce storm that throws their navigation systems into temporary disarray. After a few minutes of recovery, the crew is shocked to discover that they've been transported back in time to June 4, 1942—The Battle of Midway, during World War II. Letting history take its course for this battle, they manage to avoid the conflict firsthand and make a vow to remain anonymous, changing history as little as possible. However, when the crew comes across the dying Lt. Commander Kusaka Takumi, XO. Kadomatsu's instincts to save lives takes over, changing the course of history more than he could've imagined. 
 
(Source: ANN)","['Action', 'Military', 'Sci-Fi', 'Historical', 'Drama', 'Seinen']","Oct 8, 2004 to Apr 1, 2005",26.0,14398,3729,1580.0,7.55,https://cdn.myanimelist.net/images/anime/13/75740.jpg,2004,Action
1707,Kinnikuman II Sei,"Kinnikuman II Sei  takes place several years after the events of the original  Kinnikuman . Mantarou Kinniku is the 59th prince of Planet Kinniku and son of the renowned wrestler, King Suguru. Lazy, immature, and cowardly, Mantarou seems to have little in common with his heroic father.  
 
When a powerful group calling themselves the dMP threatens the Earth, only someone as powerful as Kinnikuman stands a chance against them. Not knowing the current whereabouts of the King, a plan is formed to have his son Mantarou take up the mantle. The idea of fighting super villains does not sit well with Mantarou, who initially runs away from his duty. He flees to Earth where he encounters Meat, his father’s old trainer. Despite Mantarou's shortcomings, Meat sees King Suguru in him, and believes he can set the prince on the right path. Thus begins Mantarou's journey to better himself and save the world.","['Action', 'Sci-Fi', 'Comedy', 'Sports', 'Martial Arts', 'Shounen']","Jan 9, 2002 to Dec 25, 2002",51.0,10451,4258,3993.0,6.95,https://cdn.myanimelist.net/images/anime/10/30373.jpg,2002,Action
691,Yawara!,"Yawara! is a sports anime laced with comedic and romance elements. It starts off with Yawara Inokuma, a high school girl who is most interested in doing the things that your average Japanese high school girl does; however, she has been trained in Judo for years by her grandfather, Jigorou (A former Japan Judo Champion), who has much grander plans in store for her as a Judo superstar. He manipulates matters so that Yawara ends up having to perform in matches and tournaments. His final plan is for Yawara to ""Win the Gold Medal in the Olympics and be awarded the Nation Medal of Honor."" 
 
(Source: AniDB, edited)","['Action', 'Slice of Life', 'Martial Arts', 'Sports', 'Comedy', 'Romance', 'Drama']","Oct 16, 1989 to Sep 21, 1992",124.0,11967,4016,1577.0,7.55,https://cdn.myanimelist.net/images/anime/4/44864.jpg,1989,Action
481,Yu☆Gi☆Oh! Duel Monsters,"Legend says that the enigmatic Millennium Puzzle will grant one wish to whoever deciphers its ancient secrets. Upon solving it, high school student Yuugi Mutou unleashes ""another Yuugi,"" a peculiar presence contained inside. Now, whenever he is faced with a dilemma, this mysterious alter ego makes an appearance and aids him in his troubles. 
 
Wishing to unravel the mystery behind this strange spirit, Yuugi and his companions find themselves competing with several opponents in ""Duel Monsters,"" a challenging card game used by people seeking to steal the Millennium Puzzle in a desperate attempt to harness the great power within. As the questions pile on, it is not long before they figure out that there is more than pride on the line in these duels. 
 
[Written by MAL Rewrite]","['Adventure', 'Game', 'Shounen']","Apr 18, 2000 to Sep 29, 2004",224.0,230335,454,1579.0,7.55,https://cdn.myanimelist.net/images/anime/3/77055.jpg,2000,Adventure
10714,Towa no Quon 3: Mugen no Renza,The story follows a boy named Quon and others who suddenly wake up with supernatural powers.,"['Action', 'Sci-Fi', 'Super Power', 'Psychological', 'Supernatural']","Aug 13, 2011",1.0,27551,2697,1576.0,7.55,https://cdn.myanimelist.net/images/anime/7/32945.jpg,2011,Action
